Data,NUO TI,NUO RIC,NUO DEC,Terapie Intensive,Ricoveri,Decessi,Regione
7-gen,4,39,43,1,13,35,Lazio
8-gen,-1,-11,45,1,17,38,Lazio
9-gen,1,-47,54,-1,5,43,Lazio
10-gen,13,26,17,2,4,42,Lazio
11-gen,-2,37,45,0,5,45,Lazio
12-gen,5,-16,42,3,0,40,Lazio
13-gen,-13,21,41,1,7,41,Lazio
14-gen,-18,-78,47,-2,-10,42,Lazio
15-gen,4,-34,36,-1,-13,40,Lazio
16-gen,-13,12,36,-3,-5,38,Lazio
17-gen,10,-26,21,-4,-12,38,Lazio
18-gen,19,119,16,-1,0,34,Lazio
19-gen,-10,-117,59,-3,-15,37,Lazio
20-gen,-17,-33,61,-4,-22,39,Lazio
21-gen,-8,-82,36,-2,-23,38,Lazio
22-gen,9,20,53,-1,-15,40,Lazio
23-gen,-6,-97,42,0,-31,41,Lazio
24-gen,3,-32,16,-1,-32,40,Lazio
25-gen,1,16,40,-4,-46,44,Lazio
26-gen,-4,-16,43,-3,-32,42,Lazio
27-gen,0,-36,62,-1,-32,42,Lazio
28-gen,6,-50,43,1,-28,43,Lazio
29-gen,0,-20,48,0,-34,42,Lazio
30-gen,-7,-31,27,0,-24,40,Lazio
31-gen,2,-19,39,0,-22,43,Lazio
1-feb,4,-15,38,0,-27,43,Lazio
2-feb,1,-37,52,1,-30,44,Lazio
3-feb,-10,14,49,-1,-23,42,Lazio
4-feb,-6,-42,42,-2,-21,42,Lazio
5-feb,-1,-44,36,-2,-25,40,Lazio
6-feb,-2,9,38,-2,-19,42,Lazio
7-feb,-6,-41,20,-3,-22,39,Lazio
8-feb,8,16,32,-2,-18,38,Lazio
9-feb,-4,9,33,-3,-11,36,Lazio
10-feb,-8,-24,51,-3,-17,36,Lazio
11-feb,-3,-73,31,-2,-21,34,Lazio
12-feb,-1,-20,34,-2,-18,34,Lazio
13-feb,0,-19,21,-2,-22,32,Lazio
14-feb,3,-29,11,-1,-20,30,Lazio
15-feb,-5,-2,34,-3,-23,31,Lazio
16-feb,-1,-25,32,-2,-27,31,Lazio
17-feb,-14,-21,55,-3,-27,31,Lazio
18-feb,-7,-99,41,-4,-31,33,Lazio
19-feb,-1,-20,38,-4,-31,33,Lazio
20-feb,-3,-42,32,-4,-34,35,Lazio
21-feb,6,-24,15,-4,-33,35,Lazio
22-feb,-1,2,24,-3,-33,34,Lazio
23-feb,-4,-11,33,-3,-31,34,Lazio
24-feb,-2,-23,38,-2,-31,32,Lazio
25-feb,0,-20,18,-1,-20,28,Lazio
26-feb,-10,23,19,-2,-14,26,Lazio
27-feb,-1,-16,20,-2,-10,24,Lazio
28-feb,-3,-47,12,-3,-13,23,Lazio
1-mar,10,73,28,-1,-3,24,Lazio
2-mar,3,-9,29,0,-3,23,Lazio
3-mar,11,-3,35,1,0,23,Lazio
4-mar,4,32,22,2,8,24,Lazio
5-mar,7,12,19,4,6,24,Lazio
6-mar,-6,24,13,4,12,23,Lazio
7-mar,-2,55,13,4,26,23,Lazio
8-mar,13,71,22,4,26,22,Lazio
9-mar,8,27,28,5,31,22,Lazio
10-mar,6,27,22,4,35,20,Lazio
11-mar,-9,12,16,2,33,19,Lazio
12-mar,12,40,24,3,37,20,Lazio
13-mar,8,44,19,5,39,21,Lazio
14-mar,1,42,10,6,38,20,Lazio
15-mar,14,83,20,6,39,20,Lazio
16-mar,1,102,32,5,50,20,Lazio
17-mar,2,9,20,4,47,20,Lazio
18-mar,3,14,23,6,48,21,Lazio
19-mar,9,17,38,5,44,23,Lazio
20-mar,1,45,24,4,45,24,Lazio
21-mar,12,99,15,6,53,25,Lazio
22-mar,20,95,19,7,54,24,Lazio
23-mar,5,5,26,7,41,24,Lazio
24-mar,4,41,30,8,45,25,Lazio
25-mar,5,39,33,8,49,26,Lazio
26-mar,5,29,37,7,50,26,Lazio
27-mar,4,80,15,8,55,25,Lazio
28-mar,6,9,14,7,43,25,Lazio
29-mar,10,132,45,6,48,29,Lazio
30-mar,-1,16,32,5,49,29,Lazio
31-mar,-8,15,38,3,46,31,Lazio
1-apr,-9,0,33,1,40,31,Lazio
2-apr,14,24,43,2,39,31,Lazio
3-apr,16,9,27,4,29,33,Lazio
,,,,,,,
4-ott,-1,1,1,-1,1,1,Umbria
5-ott,1,0,0,0,1,1,Umbria
6-ott,0,3,0,0,1,0,Umbria
7-ott,3,-1,0,1,1,0,Umbria
8-ott,0,6,1,1,2,0,Umbria
9-ott,0,5,0,1,2,0,Umbria
10-ott,0,1,1,0,2,0,Umbria
11-ott,1,2,0,1,2,0,Umbria
12-ott,0,3,2,1,3,1,Umbria
13-ott,2,7,0,1,3,1,Umbria
14-ott,1,3,1,1,4,1,Umbria
15-ott,0,3,0,1,3,1,Umbria
16-ott,3,1,0,1,3,1,Umbria
17-ott,1,24,1,1,6,1,Umbria
18-ott,-2,16,0,1,8,1,Umbria
19-ott,1,16,1,1,10,0,Umbria
20-ott,5,19,0,1,12,0,Umbria
21-ott,0,2,2,1,12,1,Umbria
22-ott,2,19,2,1,14,1,Umbria
23-ott,-1,12,3,1,15,1,Umbria
24-ott,4,20,2,1,15,1,Umbria
25-ott,4,12,3,2,14,2,Umbria
26-ott,2,24,3,2,15,2,Umbria
27-ott,6,9,2,2,14,2,Umbria
28-ott,0,7,4,2,15,3,Umbria
29-ott,4,5,5,3,13,3,Umbria
30-ott,1,0,2,3,11,3,Umbria
31-ott,1,17,5,3,11,3,Umbria
1-nov,3,18,9,2,11,4,Umbria
2-nov,0,13,5,2,10,5,Umbria
3-nov,2,-3,8,2,8,5,Umbria
4-nov,1,2,6,2,7,6,Umbria
5-nov,1,12,11,1,8,7,Umbria
6-nov,3,7,9,2,9,8,Umbria
7-nov,5,19,4,2,10,7,Umbria
8-nov,4,8,10,2,8,8,Umbria
9-nov,2,7,9,3,7,8,Umbria
10-nov,2,3,9,3,8,8,Umbria
11-nov,2,-4,12,3,7,9,Umbria
12-nov,1,-5,8,3,5,9,Umbria
13-nov,-1,5,8,2,5,9,Umbria
14-nov,0,2,8,1,2,9,Umbria
15-nov,3,5,11,1,2,9,Umbria
16-nov,1,9,9,1,2,9,Umbria
17-nov,-2,-7,13,1,1,10,Umbria
18-nov,4,0,11,1,1,10,Umbria
19-nov,1,1,7,1,2,10,Umbria
20-nov,-4,-6,21,0,1,11,Umbria
21-nov,4,7,9,1,1,12,Umbria
22-nov,0,-2,10,1,0,11,Umbria
23-nov,3,3,4,1,-1,11,Umbria
24-nov,-6,-3,10,0,0,10,Umbria
25-nov,-2,-7,8,-1,-1,10,Umbria
26-nov,-2,-12,14,-1,-3,11,Umbria
27-nov,-6,4,14,-1,-1,10,Umbria
28-nov,2,-2,6,-2,-3,9,Umbria
29-nov,1,4,5,-1,-2,9,Umbria
30-nov,0,11,13,-2,-1,10,Umbria
1-dic,-1,-5,8,-1,-1,10,Umbria
2-dic,-2,-19,10,-1,-3,10,Umbria
3-dic,-8,2,15,-2,-1,10,Umbria
4-dic,3,-17,4,-1,-4,9,Umbria
5-dic,4,3,7,0,-3,9,Umbria
6-dic,-1,2,9,-1,-3,9,Umbria
7-dic,-4,6,8,-1,-4,9,Umbria
8-dic,1,-20,9,-1,-6,9,Umbria
9-dic,-1,5,9,-1,-3,9,Umbria
10-dic,-1,-13,12,0,-5,8,Umbria
11-dic,-1,4,9,0,-2,9,Umbria
12-dic,-5,-13,10,-2,-4,9,Umbria
13-dic,-4,-7,9,-2,-5,9,Umbria
14-dic,-4,12,5,-2,-5,9,Umbria
15-dic,5,-18,4,-2,-4,8,Umbria
16-dic,1,-18,6,-1,-8,8,Umbria
17-dic,-5,0,8,-2,-6,7,Umbria
18-dic,1,-5,4,-2,-7,7,Umbria
19-dic,-2,-4,6,-1,-6,6,Umbria
20-dic,3,-10,8,0,-6,6,Umbria
21-dic,-3,7,7,0,-7,6,Umbria
22-dic,3,-14,4,0,-6,6,Umbria
23-dic,-4,-5,6,-1,-4,6,Umbria
24-dic,-2,-1,7,-1,-5,6,Umbria
25-dic,-2,2,6,-1,-4,6,Umbria
26-dic,-2,8,4,-1,-2,6,Umbria
27-dic,2,12,3,-1,1,5,Umbria
28-dic,-2,8,6,-1,1,5,Umbria
29-dic,4,-5,3,-1,3,5,Umbria
30-dic,6,-7,5,1,2,5,Umbria
31-dic,0,3,6,1,3,5,Umbria
1-gen,2,-5,1,1,2,4,Umbria
2-gen,1,16,3,2,3,4,Umbria
3-gen,1,-2,3,2,1,4,Umbria
4-gen,-4,6,5,1,1,4,Umbria
5-gen,-1,1,4,1,2,4,Umbria
6-gen,2,2,3,0,3,4,Umbria
7-gen,-1,0,3,0,3,3,Umbria
8-gen,-1,3,2,0,4,3,Umbria
9-gen,4,-1,4,0,1,3,Umbria
10-gen,3,-14,8,0,0,4,Umbria
11-gen,1,7,4,1,0,4,Umbria
12-gen,5,-4,8,2,-1,5,Umbria
13-gen,-6,7,4,1,0,5,Umbria
14-gen,1,2,2,1,0,5,Umbria
15-gen,-1,1,4,1,0,5,Umbria
16-gen,-1,0,7,0,0,5,Umbria
17-gen,0,2,4,0,2,5,Umbria
18-gen,0,4,8,0,2,5,Umbria
19-gen,-2,8,5,-1,3,5,Umbria
20-gen,-1,-9,8,-1,1,5,Umbria
21-gen,0,3,9,-1,1,6,Umbria
22-gen,-2,-3,3,-1,1,6,Umbria
23-gen,2,9,6,0,2,6,Umbria
24-gen,1,-1,8,0,2,7,Umbria
25-gen,0,9,6,0,2,6,Umbria
26-gen,3,34,5,0,6,6,Umbria
27-gen,0,0,5,1,7,6,Umbria
28-gen,4,4,4,1,7,5,Umbria
29-gen,-1,11,7,1,9,6,Umbria
30-gen,2,-3,5,1,8,6,Umbria
31-gen,-1,15,9,1,10,6,Umbria
1-feb,4,2,8,2,9,6,Umbria
2-feb,3,6,12,2,5,7,Umbria
3-feb,3,-2,9,2,5,8,Umbria
4-feb,2,5,3,2,5,8,Umbria
5-feb,0,5,10,2,4,8,Umbria
6-feb,4,11,8,2,6,8,Umbria
7-feb,3,23,3,3,7,8,Umbria
8-feb,4,12,6,3,9,7,Umbria
9-feb,2,11,11,3,9,7,Umbria
10-feb,1,-8,12,2,8,8,Umbria
11-feb,0,14,9,2,10,8,Umbria
12-feb,4,-1,12,3,9,9,Umbria
13-feb,-1,9,10,2,9,9,Umbria
14-feb,1,3,10,2,6,10,Umbria
15-feb,0,13,7,1,6,10,Umbria
16-feb,0,-1,11,1,4,10,Umbria
17-feb,-1,8,11,0,6,10,Umbria
18-feb,2,-2,15,1,4,11,Umbria
19-feb,-2,-7,11,0,3,11,Umbria
20-feb,3,-3,13,0,2,11,Umbria
21-feb,-3,9,11,0,2,11,Umbria
22-feb,-2,7,10,0,2,12,Umbria
23-feb,-2,-2,10,-1,1,12,Umbria
24-feb,1,-13,11,0,-2,12,Umbria
25-feb,-3,-12,9,-1,-3,11,Umbria
26-feb,1,-7,7,-1,-3,10,Umbria
27-feb,0,-20,7,-1,-5,9,Umbria
28-feb,-1,15,13,-1,-5,10,Umbria
1-mar,2,9,6,0,-4,9,Umbria
2-mar,-1,1,6,0,-4,8,Umbria
3-mar,5,-15,5,0,-4,8,Umbria
4-mar,-1,5,8,1,-2,7,Umbria
5-mar,4,-5,7,1,-1,7,Umbria
6-mar,-4,-5,13,1,1,8,Umbria
7-mar,-2,-3,5,0,-2,7,Umbria
8-mar,4,9,10,1,-2,8,Umbria
9-mar,-5,-1,7,0,-2,8,Umbria
10-mar,1,-18,9,0,-3,8,Umbria
11-mar,0,-6,4,0,-4,8,Umbria
12-mar,-1,-4,7,-1,-4,8,Umbria
13-mar,1,-12,10,0,-5,7,Umbria
14-mar,-1,11,5,0,-3,7,Umbria
15-mar,-5,5,9,-1,-4,7,Umbria
16-mar,4,-5,10,0,-4,8,Umbria
17-mar,1,4,10,0,-1,8,Umbria
18-mar,-3,-2,6,-1,0,8,Umbria
19-mar,-1,-19,6,-1,-3,8,Umbria
20-mar,-1,-13,12,-1,-3,8,Umbria
21-mar,-2,-6,4,-1,-5,8,Umbria
22-mar,1,22,4,0,-3,7,Umbria
23-mar,-6,-5,14,-2,-3,8,Umbria
24-mar,-1,-1,2,-2,-3,7,Umbria
25-mar,-3,-7,3,-2,-4,6,Umbria
26-mar,-6,1,5,-3,-1,6,Umbria
27-mar,0,-4,6,-2,0,5,Umbria
28-mar,3,-7,4,-2,0,5,Umbria
29-mar,0,7,0,-2,-2,5,Umbria
30-mar,0,-18,5,-1,-4,4,Umbria
31-mar,0,-5,4,-1,-5,4,Umbria
1-apr,-3,-14,3,-1,-6,4,Umbria
2-apr,-3,-9,1,0,-7,3,Umbria
3-apr,-1,-9,1,-1,-8,3,Umbria
,,,,,,,
4-ott,0,4,0,0,4,0,Abruzzo
5-ott,1,2,1,1,3,1,Abruzzo
6-ott,-1,9,2,0,5,1,Abruzzo
7-ott,0,7,1,0,6,1,Abruzzo
8-ott,1,2,1,0,5,1,Abruzzo
9-ott,0,10,1,0,6,1,Abruzzo
10-ott,0,10,0,0,6,1,Abruzzo
11-ott,1,6,0,0,7,1,Abruzzo
12-ott,3,21,1,1,9,1,Abruzzo
13-ott,4,9,0,1,9,1,Abruzzo
14-ott,0,8,1,1,9,1,Abruzzo
15-ott,-5,5,2,0,10,1,Abruzzo
16-ott,1,8,0,1,10,1,Abruzzo
17-ott,2,2,2,1,8,1,Abruzzo
18-ott,0,1,1,1,8,1,Abruzzo
19-ott,0,27,0,0,9,1,Abruzzo
20-ott,2,13,1,0,9,1,Abruzzo
21-ott,-1,2,5,0,8,2,Abruzzo
22-ott,2,-4,1,1,7,1,Abruzzo
23-ott,0,20,2,1,9,2,Abruzzo
24-ott,2,0,0,1,8,1,Abruzzo
25-ott,0,17,11,1,11,3,Abruzzo
26-ott,3,4,10,1,7,4,Abruzzo
27-ott,1,35,8,1,11,5,Abruzzo
28-ott,4,22,2,2,13,5,Abruzzo
29-ott,0,25,6,1,18,6,Abruzzo
30-ott,1,24,2,2,18,6,Abruzzo
31-ott,2,16,8,2,20,7,Abruzzo
1-nov,3,20,4,2,21,6,Abruzzo
2-nov,1,10,2,2,22,5,Abruzzo
3-nov,5,28,8,2,21,5,Abruzzo
4-nov,-2,-2,4,1,17,5,Abruzzo
5-nov,0,31,9,1,18,5,Abruzzo
6-nov,6,10,7,2,16,6,Abruzzo
7-nov,1,16,12,2,16,7,Abruzzo
8-nov,0,0,0,2,13,6,Abruzzo
9-nov,5,29,6,2,16,7,Abruzzo
10-nov,-2,17,26,1,14,9,Abruzzo
11-nov,5,16,16,2,17,11,Abruzzo
12-nov,1,1,2,2,13,10,Abruzzo
13-nov,5,20,15,2,14,11,Abruzzo
14-nov,2,-22,10,2,9,11,Abruzzo
15-nov,0,20,8,2,12,12,Abruzzo
16-nov,0,6,11,2,8,13,Abruzzo
17-nov,7,19,13,3,9,11,Abruzzo
18-nov,-1,31,9,2,11,10,Abruzzo
19-nov,9,37,9,3,16,11,Abruzzo
20-nov,1,3,18,3,13,11,Abruzzo
21-nov,-2,15,35,2,19,15,Abruzzo
22-nov,-1,-12,12,2,14,15,Abruzzo
23-nov,-1,8,18,2,14,16,Abruzzo
24-nov,0,0,18,1,12,17,Abruzzo
25-nov,1,4,9,1,8,17,Abruzzo
26-nov,2,18,20,0,5,19,Abruzzo
27-nov,0,-5,17,0,4,18,Abruzzo
28-nov,3,-9,11,1,1,15,Abruzzo
29-nov,-2,-50,7,0,-5,14,Abruzzo
30-nov,1,84,7,1,6,13,Abruzzo
1-dic,0,-17,13,1,4,12,Abruzzo
2-dic,-2,6,21,0,4,14,Abruzzo
3-dic,2,-5,13,0,1,13,Abruzzo
4-dic,-3,2,15,0,2,12,Abruzzo
5-dic,0,-25,14,-1,-1,13,Abruzzo
6-dic,-2,-8,11,-1,5,13,Abruzzo
7-dic,2,11,9,0,-5,14,Abruzzo
8-dic,-4,-20,5,-1,-6,13,Abruzzo
9-dic,-5,8,9,-1,-5,11,Abruzzo
10-dic,1,-9,10,-2,-6,10,Abruzzo
11-dic,1,-10,4,-1,-8,9,Abruzzo
12-dic,-2,-16,12,-1,-6,9,Abruzzo
13-dic,-1,-9,9,-1,-6,8,Abruzzo
14-dic,1,8,19,-1,-7,10,Abruzzo
15-dic,-5,-29,15,-1,-8,11,Abruzzo
16-dic,-3,-2,12,-1,-10,12,Abruzzo
17-dic,-7,-15,18,-2,-10,13,Abruzzo
18-dic,-7,-25,9,-3,-13,13,Abruzzo
19-dic,1,6,9,-3,-9,13,Abruzzo
20-dic,-1,-8,4,-3,-9,12,Abruzzo
21-dic,1,-2,5,-3,-11,10,Abruzzo
22-dic,-2,-21,8,-3,-10,9,Abruzzo
23-dic,-2,-28,14,-2,-13,10,Abruzzo
24-dic,-4,-15,5,-2,-13,8,Abruzzo
25-dic,-1,-56,6,-1,-18,7,Abruzzo
26-dic,2,-6,5,-1,-19,7,Abruzzo
27-dic,0,14,6,-1,-16,7,Abruzzo
28-dic,2,15,3,-1,-14,7,Abruzzo
29-dic,0,-7,9,0,-12,7,Abruzzo
30-dic,-2,-19,21,0,-11,8,Abruzzo
31-dic,-1,-2,7,0,-9,8,Abruzzo
1-gen,3,5,5,1,0,8,Abruzzo
2-gen,-1,8,11,0,2,9,Abruzzo
3-gen,4,2,2,1,0,8,Abruzzo
4-gen,-2,21,9,0,1,9,Abruzzo
5-gen,0,5,12,0,3,10,Abruzzo
6-gen,0,-8,2,0,4,7,Abruzzo
7-gen,-3,15,11,0,7,7,Abruzzo
8-gen,0,2,4,0,6,7,Abruzzo
9-gen,4,-17,5,0,3,6,Abruzzo
10-gen,1,2,3,0,3,7,Abruzzo
11-gen,-3,6,8,0,1,6,Abruzzo
12-gen,0,7,6,0,1,6,Abruzzo
13-gen,2,-10,9,0,1,7,Abruzzo
14-gen,0,-15,9,1,-4,6,Abruzzo
15-gen,1,-10,2,1,-5,6,Abruzzo
16-gen,0,0,6,0,-3,6,Abruzzo
17-gen,-3,0,8,0,-3,7,Abruzzo
18-gen,5,11,8,1,-2,7,Abruzzo
19-gen,1,-11,9,1,-5,7,Abruzzo
20-gen,1,0,7,1,-4,7,Abruzzo
21-gen,-2,-1,9,0,-2,7,Abruzzo
22-gen,-3,-1,17,0,0,9,Abruzzo
23-gen,1,-14,10,0,-2,10,Abruzzo
24-gen,3,3,8,1,-2,10,Abruzzo
25-gen,0,-4,25,0,-4,12,Abruzzo
26-gen,-2,-11,17,0,-4,13,Abruzzo
27-gen,-2,-13,6,-1,-6,13,Abruzzo
28-gen,0,-3,5,0,-6,13,Abruzzo
29-gen,0,-10,7,0,-7,11,Abruzzo
30-gen,3,0,9,0,-5,11,Abruzzo
31-gen,3,-6,5,0,-7,11,Abruzzo
1-feb,1,18,3,0,-4,7,Abruzzo
2-feb,-3,13,8,0,0,6,Abruzzo
3-feb,3,13,4,1,4,6,Abruzzo
4-feb,0,25,6,1,8,6,Abruzzo
5-feb,1,1,10,1,9,6,Abruzzo
6-feb,1,8,4,1,10,6,Abruzzo
7-feb,2,9,11,1,12,7,Abruzzo
8-feb,-2,17,5,0,12,7,Abruzzo
9-feb,2,4,8,1,11,7,Abruzzo
10-feb,1,5,7,1,10,7,Abruzzo
11-feb,1,6,5,1,7,7,Abruzzo
12-feb,0,5,7,1,8,7,Abruzzo
13-feb,-2,41,13,0,12,8,Abruzzo
14-feb,1,-1,5,0,11,7,Abruzzo
15-feb,5,-10,12,1,7,8,Abruzzo
16-feb,7,-2,7,2,6,8,Abruzzo
17-feb,-1,16,6,2,8,8,Abruzzo
18-feb,7,1,11,2,7,9,Abruzzo
19-feb,3,-6,9,3,6,9,Abruzzo
20-feb,2,21,2,3,3,7,Abruzzo
21-feb,1,19,10,3,6,8,Abruzzo
22-feb,0,7,8,3,8,8,Abruzzo
23-feb,2,2,24,2,9,10,Abruzzo
24-feb,-2,22,10,2,9,11,Abruzzo
25-feb,2,-8,16,1,8,11,Abruzzo
26-feb,-4,5,11,0,10,12,Abruzzo
27-feb,3,-3,9,0,6,13,Abruzzo
28-feb,5,11,3,1,5,12,Abruzzo
1-mar,-1,11,8,1,6,12,Abruzzo
2-mar,4,1,11,1,6,10,Abruzzo
3-mar,-3,4,11,1,3,10,Abruzzo
4-mar,3,13,27,1,6,11,Abruzzo
5-mar,2,6,8,2,6,11,Abruzzo
6-mar,-1,-26,25,1,3,13,Abruzzo
7-mar,-2,12,10,0,3,14,Abruzzo
8-mar,0,22,12,0,5,15,Abruzzo
9-mar,3,7,12,0,5,15,Abruzzo
10-mar,0,-3,10,1,4,15,Abruzzo
11-mar,4,-8,37,1,1,16,Abruzzo
12-mar,1,-9,11,1,-1,17,Abruzzo
13-mar,2,-3,11,1,3,15,Abruzzo
14-mar,-1,24,7,1,4,14,Abruzzo
15-mar,-6,12,10,0,3,14,Abruzzo
16-mar,0,-10,13,0,0,14,Abruzzo
17-mar,2,-8,10,0,0,14,Abruzzo
18-mar,0,0,9,0,1,10,Abruzzo
19-mar,-1,5,29,-1,3,13,Abruzzo
20-mar,-5,-4,35,-2,3,16,Abruzzo
21-mar,2,3,9,-1,0,16,Abruzzo
22-mar,4,-1,7,0,-2,16,Abruzzo
23-mar,-2,-13,18,0,-3,17,Abruzzo
24-mar,-5,-22,11,-1,-5,17,Abruzzo
25-mar,-3,-14,15,-1,-7,18,Abruzzo
26-mar,6,-6,5,0,-8,14,Abruzzo
27-mar,-2,8,2,0,-6,10,Abruzzo
28-mar,-6,-10,9,-1,-8,10,Abruzzo
29-mar,1,7,17,-2,-7,11,Abruzzo
30-mar,-9,2,25,-3,-5,12,Abruzzo
31-mar,-1,-15,11,-2,-4,12,Abruzzo
1-apr,1,-1,9,-1,-2,11,Abruzzo
2-apr,0,-29,6,-2,-5,11,Abruzzo
3-apr,2,-4,15,-2,-7,13,Abruzzo
,,,,,,,
4-ott,0,-1,0,0,-1,0,Molise
5-ott,0,1,0,0,0,0,Molise
6-ott,0,0,0,0,0,0,Molise
7-ott,0,1,0,0,0,0,Molise
8-ott,0,2,0,0,1,0,Molise
9-ott,0,2,0,0,1,0,Molise
10-ott,0,-1,1,0,1,0,Molise
11-ott,0,2,0,0,1,0,Molise
12-ott,0,0,0,0,1,0,Molise
13-ott,0,1,0,0,1,0,Molise
14-ott,0,-1,0,0,1,0,Molise
15-ott,0,-2,0,0,0,0,Molise
16-ott,0,1,0,0,0,0,Molise
17-ott,0,1,0,0,0,0,Molise
18-ott,0,3,0,0,0,0,Molise
19-ott,0,0,0,0,0,0,Molise
20-ott,0,0,0,0,0,0,Molise
21-ott,1,-3,0,0,0,0,Molise
22-ott,0,4,0,0,1,0,Molise
23-ott,0,0,0,0,1,0,Molise
24-ott,1,3,1,0,1,0,Molise
25-ott,0,4,1,0,1,0,Molise
26-ott,1,-1,0,0,1,0,Molise
27-ott,1,-2,1,1,1,0,Molise
28-ott,0,2,2,0,1,1,Molise
29-ott,0,0,1,0,1,1,Molise
30-ott,2,-1,0,1,1,1,Molise
31-ott,0,-1,5,1,0,1,Molise
1-nov,-1,1,3,0,0,2,Molise
2-nov,0,4,1,0,0,2,Molise
3-nov,1,2,0,0,1,2,Molise
4-nov,1,4,0,0,1,1,Molise
5-nov,0,-1,1,0,1,1,Molise
6-nov,1,-1,3,0,1,2,Molise
7-nov,0,0,0,0,1,1,Molise
8-nov,-1,13,3,0,3,1,Molise
9-nov,0,-1,1,0,2,1,Molise
10-nov,0,6,7,0,3,2,Molise
11-nov,1,4,1,0,3,2,Molise
12-nov,-1,7,4,0,4,3,Molise
13-nov,0,0,1,0,4,2,Molise
14-nov,-1,0,4,0,4,3,Molise
15-nov,1,5,1,0,3,3,Molise
16-nov,0,-4,4,0,3,3,Molise
17-nov,2,4,1,0,2,2,Molise
18-nov,-2,-2,8,0,1,3,Molise
19-nov,1,8,4,0,2,3,Molise
20-nov,0,-14,2,0,0,3,Molise
21-nov,1,-1,6,0,-1,4,Molise
22-nov,2,0,2,1,-1,4,Molise
23-nov,-1,6,1,0,0,3,Molise
24-nov,0,4,1,0,0,3,Molise
25-nov,0,5,3,0,1,3,Molise
26-nov,-1,3,4,0,0,3,Molise
27-nov,2,-7,5,0,1,3,Molise
28-nov,1,-3,5,0,1,3,Molise
29-nov,1,2,4,0,1,3,Molise
30-nov,1,1,1,1,1,3,Molise
1-dic,-1,2,2,0,0,3,Molise
2-dic,-4,1,7,0,0,4,Molise
3-dic,1,0,0,0,-1,3,Molise
4-dic,0,-1,2,0,0,3,Molise
5-dic,-1,-3,4,0,0,3,Molise
6-dic,1,-5,2,0,-1,3,Molise
7-dic,-1,-4,6,-1,-1,3,Molise
8-dic,-1,-2,3,-1,-2,3,Molise
9-dic,0,-1,1,0,-2,3,Molise
10-dic,-1,4,2,0,-2,3,Molise
11-dic,1,-3,5,0,-2,3,Molise
12-dic,0,6,8,0,-1,4,Molise
13-dic,-1,0,2,0,0,4,Molise
14-dic,1,5,1,0,1,3,Molise
15-dic,0,-2,3,0,1,3,Molise
16-dic,2,-1,2,0,1,3,Molise
17-dic,0,0,4,0,1,4,Molise
18-dic,-1,-1,0,0,1,3,Molise
19-dic,1,2,0,0,0,2,Molise
20-dic,1,-1,1,1,0,2,Molise
21-dic,-2,1,2,0,0,2,Molise
22-dic,-1,-3,0,0,0,1,Molise
23-dic,-1,-3,2,0,-1,1,Molise
24-dic,0,0,1,0,-1,1,Molise
25-dic,0,-1,1,0,-1,1,Molise
26-dic,1,3,2,0,-1,1,Molise
27-dic,0,0,1,0,0,1,Molise
28-dic,0,2,2,0,0,1,Molise
29-dic,0,-1,2,0,0,2,Molise
30-dic,2,-3,2,0,0,2,Molise
31-dic,0,-2,3,0,0,2,Molise
1-gen,1,-5,1,1,-1,2,Molise
2-gen,-2,5,2,0,-1,2,Molise
3-gen,1,1,1,0,0,2,Molise
4-gen,0,2,2,0,0,2,Molise
5-gen,-2,3,5,0,0,2,Molise
6-gen,1,0,0,0,1,2,Molise
7-gen,-1,-2,3,0,1,2,Molise
8-gen,0,-2,4,0,1,2,Molise
9-gen,1,0,1,0,0,2,Molise
10-gen,-2,3,2,0,1,2,Molise
11-gen,0,2,1,0,1,2,Molise
12-gen,-1,1,5,0,0,2,Molise
13-gen,3,-4,1,0,0,2,Molise
14-gen,-1,2,3,0,0,2,Molise
15-gen,-1,-1,4,0,0,2,Molise
16-gen,1,0,4,0,0,3,Molise
17-gen,1,3,1,0,0,3,Molise
18-gen,1,1,2,0,0,3,Molise
19-gen,-1,2,5,0,0,3,Molise
20-gen,0,-5,2,0,0,3,Molise
21-gen,-1,-1,3,0,0,3,Molise
22-gen,0,-3,1,0,0,3,Molise
23-gen,0,-3,4,0,-1,3,Molise
24-gen,1,0,1,0,-1,3,Molise
25-gen,-2,2,5,0,-1,3,Molise
26-gen,0,-1,5,0,-2,3,Molise
27-gen,1,0,2,0,-1,3,Molise
28-gen,1,-3,2,0,-1,3,Molise
29-gen,-1,5,2,0,0,3,Molise
30-gen,0,1,2,0,1,3,Molise
31-gen,1,4,0,0,1,3,Molise
1-feb,0,3,1,0,1,2,Molise
2-feb,-1,-3,4,0,1,2,Molise
3-feb,-2,7,4,0,2,2,Molise
4-feb,5,-3,6,0,2,3,Molise
5-feb,-1,3,2,0,2,3,Molise
6-feb,2,1,1,1,2,3,Molise
7-feb,-1,3,3,0,2,3,Molise
8-feb,0,2,5,0,1,4,Molise
9-feb,-1,-2,2,0,2,3,Molise
10-feb,-1,-3,1,0,0,3,Molise
11-feb,-3,1,6,-1,1,3,Molise
12-feb,2,-3,1,0,0,3,Molise
13-feb,0,2,3,-1,0,3,Molise
14-feb,1,3,2,0,0,3,Molise
15-feb,2,5,2,0,0,2,Molise
16-feb,0,6,4,0,2,3,Molise
