Data,aggiornamento,Filter,Popolazione,Incidenza,Ricoveri,TI,Decessi,Data ospedali,Data decessi,PIncidenza,Pricoveri,PTI,PDecessi,,,,Rapporto ricoveri/incidenza,Rapporto TI/incidenza,Rapporto decessi/incidenza,Delay ospedali,Delay decessi,,,
01/10/20,01/10/21,Andamento,59257566,22,6.62,6.00,4.90,08/10/20,15/10/20,22,6.62,6,4.9,0.301,0.273,0.223,,,,7,14,,,
02/10/20,01/10/21,Andamento,59257566,23,6.9,6.50,5.30,09/10/20,16/10/20,23,6.9,6.5,5.3,0.300,0.283,0.230,,,,7,14,,,
03/10/20,01/10/21,Andamento,59257566,25,7.32,6.60,5.60,10/10/20,17/10/20,25,7.32,6.6,5.6,0.293,0.264,0.224,,,,7,14,,,
04/10/20,01/10/21,Andamento,59257566,26,7.63,7.10,6.40,11/10/20,18/10/20,26,7.63,7.1,6.4,0.293,0.273,0.246,,,,7,14,,,
05/10/20,01/10/21,Andamento,59257566,27,8.14,7.60,6.90,12/10/20,19/10/20,27,8.14,7.6,6.9,0.301,0.281,0.256,,,,7,14,,,
06/10/20,01/10/21,Andamento,59257566,29,8.57,8.70,7.70,13/10/20,20/10/20,29,8.57,8.7,7.7,0.296,0.300,0.266,,,,7,14,,,
07/10/20,01/10/21,Andamento,59257566,32,9.23,9.10,9.20,14/10/20,21/10/20,32,9.23,9.1,9.2,0.288,0.284,0.288,0.296,0.280,0.247,7,14,,,
08/10/20,01/10/21,Andamento,59257566,35,9.78,9.90,10.10,15/10/20,22/10/20,35,9.78,9.9,10.1,0.279,0.283,0.289,0.293,0.281,0.257,7,14,,,
09/10/20,01/10/21,Andamento,59257566,40,10.43,10.80,10.70,16/10/20,23/10/20,40,10.43,10.8,10.7,0.261,0.270,0.268,0.287,0.279,0.262,7,14,,,
10/10/20,01/10/21,Andamento,59257566,45,11.17,11.90,12.40,17/10/20,24/10/20,45,11.17,11.9,12.4,0.248,0.264,0.276,0.281,0.279,0.269,7,14,,,
11/10/20,01/10/21,Andamento,59257566,50,12.03,12.70,13.40,18/10/20,25/10/20,50,12.03,12.7,13.4,0.241,0.254,0.268,0.273,0.277,0.273,7,14,,,
12/10/20,01/10/21,Andamento,59257566,54,12.95,13.40,14.60,19/10/20,26/10/20,54,12.95,13.4,14.6,0.240,0.248,0.270,0.265,0.272,0.275,7,14,,,
13/10/20,01/10/21,Andamento,59257566,59,14.27,14.70,16.80,20/10/20,27/10/20,59,14.27,14.7,16.8,0.242,0.249,0.285,0.257,0.265,0.277,7,14,,,
14/10/20,01/10/21,Andamento,59257566,66,15.28,15.60,18.10,21/10/20,28/10/20,66,15.28,15.6,18.1,0.232,0.236,0.274,0.249,0.258,0.276,7,14,,,
15/10/20,01/10/21,Andamento,59257566,73,16.36,16.70,19.50,22/10/20,29/10/20,73,16.36,16.7,19.5,0.224,0.229,0.267,0.241,0.250,0.273,7,14,,,
16/10/20,01/10/21,Andamento,59257566,81,17.8,17.70,21.30,23/10/20,30/10/20,81,17.8,17.7,21.3,0.220,0.219,0.263,0.235,0.243,0.272,7,14,,,
17/10/20,01/10/21,Andamento,59257566,90,19.05,19.00,23.80,24/10/20,31/10/20,90,19.05,19,23.8,0.212,0.211,0.264,0.230,0.235,0.270,7,14,,,
18/10/20,01/10/21,Andamento,59257566,100,20.26,20.40,25.10,25/10/20,01/11/20,100,20.26,20.4,25.1,0.203,0.204,0.251,0.224,0.228,0.268,7,14,,,
19/10/20,01/10/21,Andamento,59257566,108,21.93,21.70,26.70,26/10/20,02/11/20,108,21.93,21.7,26.7,0.203,0.201,0.247,0.219,0.221,0.265,7,14,,,
20/10/20,01/10/21,Andamento,59257566,116,23.55,23.80,28.90,27/10/20,03/11/20,116,23.55,23.8,28.9,0.203,0.205,0.249,0.214,0.215,0.259,7,14,,,
21/10/20,01/10/21,Andamento,59257566,130,25.28,25.90,31.10,28/10/20,04/11/20,130,25.28,25.9,31.1,0.194,0.199,0.239,0.208,0.210,0.254,7,14,,,
22/10/20,01/10/21,Andamento,59257566,142,26.94,27.90,34.90,29/10/20,05/11/20,142,26.94,27.9,34.9,0.190,0.196,0.246,0.203,0.205,0.251,7,14,,,
23/10/20,01/10/21,Andamento,59257566,157,28.68,29.50,39.10,30/10/20,06/11/20,157,28.68,29.5,39.1,0.183,0.188,0.249,0.198,0.201,0.249,7,14,,,
24/10/20,01/10/21,Andamento,59257566,172,30.32,31.10,41.30,31/10/20,07/11/20,172,30.32,31.1,41.3,0.176,0.181,0.240,0.193,0.196,0.246,7,14,,,
25/10/20,01/10/21,Andamento,59257566,188,31.9,32.70,43.30,01/11/20,08/11/20,188,31.9,32.7,43.3,0.170,0.174,0.230,0.188,0.192,0.243,7,14,,,
26/10/20,01/10/21,Andamento,59257566,201,33.48,34.10,45.40,02/11/20,09/11/20,201,33.48,34.1,45.4,0.167,0.170,0.226,0.183,0.188,0.240,7,14,,,
27/10/20,01/10/21,Andamento,59257566,220,35.63,37.50,49.20,03/11/20,10/11/20,220,35.63,37.5,49.2,0.162,0.170,0.224,0.177,0.183,0.236,7,14,,,
28/10/20,01/10/21,Andamento,59257566,236,37.32,38.70,54.10,04/11/20,11/11/20,236,37.32,38.7,54.1,0.158,0.164,0.229,0.172,0.178,0.235,7,14,,,
29/10/20,01/10/21,Andamento,59257566,255,39.25,40.30,57.30,05/11/20,12/11/20,255,39.25,40.3,57.3,0.154,0.158,0.225,0.167,0.172,0.232,7,14,,,
30/10/20,01/10/21,Andamento,59257566,275,40.51,42.40,59.10,06/11/20,13/11/20,275,40.51,42.4,59.1,0.147,0.154,0.215,0.162,0.167,0.227,7,14,,,
31/10/20,01/10/21,Andamento,59257566,295,42.37,44.50,61.10,07/11/20,14/11/20,295,42.37,44.5,61.1,0.144,0.151,0.207,0.157,0.163,0.222,7,14,,,
01/11/20,01/10/21,Andamento,59257566,310,44.62,46.40,64.70,08/11/20,15/11/20,310,44.62,46.4,64.7,0.144,0.150,0.209,0.154,0.160,0.219,7,14,,,
02/11/20,01/10/21,Andamento,59257566,319,46.64,48.10,67.20,09/11/20,16/11/20,319,46.64,48.1,67.2,0.146,0.151,0.211,0.151,0.157,0.217,7,14,,,
03/11/20,01/10/21,Andamento,59257566,329,48.32,50.10,69.80,10/11/20,17/11/20,329,48.32,50.1,69.8,0.147,0.152,0.212,0.149,0.154,0.215,7,14,,,
04/11/20,01/10/21,Andamento,59257566,339,49.69,52.00,72.00,11/11/20,18/11/20,339,49.69,52,72,0.147,0.153,0.212,0.147,0.153,0.213,7,14,,,
05/11/20,01/10/21,Andamento,59257566,351,50.41,53.50,72.20,12/11/20,19/11/20,351,50.41,53.5,72.2,0.144,0.152,0.206,0.145,0.152,0.210,7,14,,,
06/11/20,01/10/21,Andamento,59257566,363,52.17,54.50,74.80,13/11/20,20/11/20,363,52.17,54.5,74.8,0.144,0.150,0.206,0.145,0.151,0.209,7,14,,,
07/11/20,01/10/21,Andamento,59257566,376,52.99,55.80,77.30,14/11/20,21/11/20,376,52.99,55.8,77.3,0.141,0.148,0.206,0.145,0.151,0.209,7,14,,,
08/11/20,01/10/21,Andamento,59257566,381,54.08,57.70,77.50,15/11/20,22/11/20,381,54.08,57.7,77.5,0.142,0.151,0.203,0.144,0.151,0.208,7,14,,,
09/11/20,01/10/21,Andamento,59257566,386,54.91,58.90,79.70,16/11/20,23/11/20,386,54.91,58.9,79.7,0.142,0.153,0.206,0.144,0.152,0.207,7,14,,,
10/11/20,01/10/21,Andamento,59257566,398,55.81,61.00,81.70,17/11/20,24/11/20,398,55.81,61,81.7,0.140,0.153,0.205,0.143,0.152,0.206,7,14,,,
11/11/20,01/10/21,Andamento,59257566,402,56.54,61.90,81.20,18/11/20,25/11/20,402,56.54,61.9,81.2,0.141,0.154,0.202,0.142,0.152,0.205,7,14,,,
12/11/20,01/10/21,Andamento,59257566,408,56.72,62.60,84.00,19/11/20,26/11/20,408,56.72,62.6,84,0.139,0.153,0.206,0.141,0.152,0.205,7,14,,,
13/11/20,01/10/21,Andamento,59257566,413,57.3,63.20,86.20,20/11/20,27/11/20,413,57.3,63.2,86.2,0.139,0.153,0.209,0.141,0.152,0.205,7,14,,,
14/11/20,01/10/21,Andamento,59257566,408,57.48,63.40,86.10,21/11/20,28/11/20,408,57.48,63.4,86.1,0.141,0.155,0.211,0.141,0.153,0.206,7,14,,,
15/11/20,01/10/21,Andamento,59257566,411,57.85,64.10,85.70,22/11/20,29/11/20,411,57.85,64.1,85.7,0.141,0.156,0.209,0.140,0.154,0.207,7,14,,,
16/11/20,01/10/21,Andamento,59257566,414,58.55,64.30,86.50,23/11/20,30/11/20,414,58.55,64.3,86.5,0.141,0.155,0.209,0.140,0.154,0.207,7,14,,,
17/11/20,01/10/21,Andamento,59257566,410,58.35,64.40,85.30,24/11/20,01/12/20,410,58.35,64.4,85.3,0.142,0.157,0.208,0.141,0.155,0.208,7,14,,,
18/11/20,01/10/21,Andamento,59257566,412,57.9,64.90,84.70,25/11/20,02/12/20,412,57.9,64.9,84.7,0.141,0.158,0.206,0.141,0.155,0.208,7,14,,,
19/11/20,01/10/21,Andamento,59257566,410,57.44,64.90,87.60,26/11/20,03/12/20,410,57.44,64.9,87.6,0.140,0.158,0.214,0.141,0.156,0.209,7,14,,,
20/11/20,01/10/21,Andamento,59257566,404,56.84,63.80,87.30,27/11/20,04/12/20,404,56.84,63.8,87.3,0.141,0.158,0.216,0.141,0.157,0.210,7,14,,,
21/11/20,01/10/21,Andamento,59257566,400,56.19,63.50,86.90,28/11/20,05/12/20,400,56.19,63.5,86.9,0.140,0.159,0.217,0.141,0.157,0.211,7,14,,,
22/11/20,01/10/21,Andamento,59257566,391,55.44,63.30,87.30,29/11/20,06/12/20,391,55.44,63.3,87.3,0.142,0.162,0.223,0.141,0.158,0.213,7,14,,,
23/11/20,01/10/21,Andamento,59257566,383,56,63.20,84.90,30/11/20,07/12/20,383,56,63.2,84.9,0.146,0.165,0.222,0.142,0.159,0.215,7,14,,,
24/11/20,01/10/21,Andamento,59257566,368,55.37,61.80,82.30,01/12/20,08/12/20,368,55.37,61.8,82.3,0.150,0.168,0.224,0.143,0.161,0.217,7,14,,,
25/11/20,01/10/21,Andamento,59257566,354,54.77,61.00,79.20,02/12/20,09/12/20,354,54.77,61,79.2,0.155,0.172,0.224,0.145,0.163,0.220,7,14,,,
26/11/20,01/10/21,Andamento,59257566,342,53.62,60.70,77.40,03/12/20,10/12/20,342,53.62,60.7,77.4,0.157,0.177,0.226,0.147,0.166,0.222,7,14,,,
27/11/20,01/10/21,Andamento,59257566,326,52.65,60.20,76.50,04/12/20,11/12/20,326,52.65,60.2,76.5,0.162,0.185,0.235,0.150,0.170,0.224,7,14,,,
28/11/20,01/10/21,Andamento,59257566,312,50.89,59.40,76.30,05/12/20,12/12/20,312,50.89,59.4,76.3,0.163,0.190,0.245,0.154,0.174,0.228,7,14,,,
29/11/20,01/10/21,Andamento,59257566,299,51.29,58.30,75.00,06/12/20,13/12/20,299,51.29,58.3,75,0.172,0.195,0.251,0.158,0.179,0.232,7,14,,,
30/11/20,01/10/21,Andamento,59257567,288,51.51,57.10,74.30,07/12/20,14/12/20,288,51.51,57.1,74.3,0.179,0.198,0.258,0.162,0.184,0.237,7,14,,,
01/12/20,01/10/21,Andamento,59257568,281,50.76,56.40,77.90,08/12/20,15/12/20,281,50.76,56.4,77.9,0.181,0.201,0.277,0.167,0.188,0.245,7,14,,,
02/12/20,01/10/21,Andamento,59257569,273,50.04,56.00,81.00,09/12/20,16/12/20,273,50.04,56,81,0.183,0.205,0.297,0.171,0.193,0.255,7,14,,,
03/12/20,01/10/21,Andamento,59257570,263,49.09,55.50,77.50,10/12/20,17/12/20,263,49.09,55.5,77.5,0.187,0.211,0.295,0.175,0.198,0.265,7,14,,,
04/12/20,01/10/21,Andamento,59257571,256,48.2,55.10,76.10,11/12/20,18/12/20,256,48.2,55.1,76.1,0.188,0.215,0.297,0.179,0.202,0.274,7,14,,,
05/12/20,01/10/21,Andamento,59257572,247,47.36,54.00,74.40,12/12/20,19/12/20,247,47.36,54,74.4,0.192,0.219,0.301,0.183,0.206,0.282,7,14,,,
06/12/20,01/10/21,Andamento,59257573,244,46.8,53.30,72.20,13/12/20,20/12/20,244,46.8,53.3,72.2,0.192,0.218,0.296,0.186,0.210,0.289,7,14,,,
07/12/20,01/10/21,Andamento,59257574,239,46.85,52.20,70.90,14/12/20,21/12/20,239,46.85,52.2,70.9,0.196,0.218,0.297,0.188,0.213,0.294,7,14,,,
08/12/20,01/10/21,Andamento,59257575,231,46.14,50.70,67.20,15/12/20,22/12/20,231,46.14,50.7,67.2,0.200,0.219,0.291,0.191,0.215,0.296,7,14,,,
09/12/20,01/10/21,Andamento,59257576,218,45.39,49.40,65.10,16/12/20,23/12/20,218,45.39,49.4,65.1,0.208,0.227,0.299,0.195,0.218,0.296,7,14,,,
10/12/20,01/10/21,Andamento,59257577,207,44.6,48.20,62.10,17/12/20,24/12/20,207,44.6,48.2,62.1,0.215,0.233,0.300,0.199,0.221,0.297,7,14,,,
11/12/20,01/10/21,Andamento,59257578,198,43.49,47.60,58.50,18/12/20,25/12/20,198,43.49,47.6,58.5,0.220,0.240,0.295,0.203,0.225,0.297,7,14,,,
12/12/20,01/10/21,Andamento,59257579,196,42.8,47.00,53.70,19/12/20,26/12/20,196,42.8,47,53.7,0.218,0.240,0.274,0.207,0.228,0.293,7,14,,,
13/12/20,01/10/21,Andamento,59257580,195,42.46,46.30,52.80,20/12/20,27/12/20,195,42.46,46.3,52.8,0.218,0.237,0.271,0.211,0.231,0.289,7,14,,,
14/12/20,01/10/21,Andamento,59257581,192,42.43,46.10,53.30,21/12/20,28/12/20,192,42.43,46.1,53.3,0.221,0.240,0.278,0.214,0.234,0.287,7,14,,,
15/12/20,01/10/21,Andamento,59257582,192,42.1,45.30,53.80,22/12/20,29/12/20,192,42.1,45.3,53.8,0.219,0.236,0.280,0.217,0.236,0.285,7,14,,,
16/12/20,01/10/21,Andamento,59257583,200,41.42,44.30,54.20,23/12/20,30/12/20,200,41.42,44.3,54.2,0.207,0.222,0.271,0.217,0.235,0.281,7,14,,,
17/12/20,01/10/21,Andamento,59257584,202,40.62,43.70,55.00,24/12/20,31/12/20,202,40.62,43.7,55,0.201,0.216,0.272,0.215,0.233,0.277,7,14,,,
18/12/20,01/10/21,Andamento,59257585,201,39.49,43.60,55.00,25/12/20,01/01/21,201,39.49,43.6,55,0.196,0.217,0.274,0.212,0.230,0.274,7,14,,,
19/12/20,01/10/21,Andamento,59257586,195,39.34,43.50,56.70,26/12/20,02/01/21,195,39.34,43.5,56.7,0.202,0.223,0.291,0.209,0.227,0.277,7,14,,,
20/12/20,01/10/21,Andamento,59257587,190,39.78,43.50,57.50,27/12/20,03/01/21,190,39.78,43.5,57.5,0.209,0.229,0.303,0.208,0.226,0.281,7,14,,,
21/12/20,01/10/21,Andamento,59257588,188,40.39,43.30,55.90,28/12/20,04/01/21,188,40.39,43.3,55.9,0.215,0.230,0.297,0.207,0.225,0.284,7,14,,,
22/12/20,01/10/21,Andamento,59257589,185,39.93,43.00,55.70,29/12/20,05/01/21,185,39.93,43,55.7,0.216,0.232,0.301,0.207,0.224,0.287,7,14,,,
23/12/20,01/10/21,Andamento,59257590,180,39.77,42.70,55.20,30/12/20,06/01/21,180,39.77,42.7,55.2,0.221,0.237,0.307,0.209,0.226,0.292,7,14,,,
24/12/20,01/10/21,Andamento,59257591,180,39.07,43.10,52.90,31/12/20,07/01/21,180,39.07,43.1,52.9,0.217,0.239,0.294,0.211,0.230,0.295,7,14,,,
25/12/20,01/10/21,Andamento,59257592,182,38.51,43.10,55.50,01/01/21,08/01/21,182,38.51,43.1,55.5,0.212,0.237,0.305,0.213,0.233,0.300,7,14,,,
26/12/20,01/10/21,Andamento,59257593,171,38.73,43.40,57.50,02/01/21,09/01/21,171,38.73,43.4,57.5,0.226,0.254,0.336,0.217,0.237,0.306,7,14,,,
27/12/20,01/10/21,Andamento,59257594,161,38.94,43.60,57.80,03/01/21,10/01/21,161,38.94,43.6,57.8,0.242,0.271,0.359,0.221,0.243,0.314,7,14,,,
28/12/20,01/10/21,Andamento,59257595,157,39.35,43.50,59.50,04/01/21,11/01/21,157,39.35,43.5,59.5,0.251,0.277,0.379,0.226,0.250,0.326,7,14,,,
29/12/20,01/10/21,Andamento,59257596,154,39.48,43.40,58.90,05/01/21,12/01/21,154,39.48,43.4,58.9,0.256,0.282,0.382,0.232,0.257,0.337,7,14,,,
30/12/20,01/10/21,Andamento,59257597,156,39.11,43.40,58.20,06/01/21,13/01/21,156,39.11,43.4,58.2,0.251,0.278,0.373,0.236,0.263,0.347,7,14,,,
31/12/20,01/10/21,Andamento,59257598,166,39.3,43.70,60.00,07/01/21,14/01/21,166,39.3,43.7,60,0.237,0.263,0.361,0.239,0.266,0.357,7,14,,,
01/01/21,01/10/21,Andamento,59257599,171,39.34,43.70,57.60,08/01/21,15/01/21,171,39.34,43.7,57.6,0.230,0.256,0.337,0.242,0.269,0.361,7,14,,,
02/01/21,01/10/21,Andamento,59257600,174,39.25,43.80,57.50,09/01/21,16/01/21,174,39.25,43.8,57.5,0.226,0.252,0.330,0.242,0.268,0.360,7,14,,,
03/01/21,01/10/21,Andamento,59257601,183,39.53,44.10,57.70,10/01/21,17/01/21,183,39.53,44.1,57.7,0.216,0.241,0.315,0.238,0.264,0.354,7,14,,,
04/01/21,01/10/21,Andamento,59257602,186,39.83,44.60,56.50,11/01/21,18/01/21,186,39.83,44.6,56.5,0.214,0.240,0.304,0.233,0.259,0.343,7,14,,,
05/01/21,01/10/21,Andamento,59257603,193,40.02,44.50,56.30,12/01/21,19/01/21,193,40.02,44.5,56.3,0.207,0.231,0.292,0.226,0.251,0.330,7,14,,,
06/01/21,01/10/21,Andamento,59257604,201,39.7,43.50,56.60,13/01/21,20/01/21,201,39.7,43.5,56.6,0.198,0.216,0.282,0.218,0.243,0.317,7,14,,,
07/01/21,01/10/21,Andamento,59257605,192,39,43.20,56.60,14/01/21,21/01/21,192,39,43.2,56.6,0.203,0.225,0.295,0.213,0.237,0.308,7,14,,,
08/01/21,01/10/21,Andamento,59257606,184,38.55,42.60,56.50,15/01/21,22/01/21,184,38.55,42.6,56.5,0.210,0.232,0.307,0.210,0.234,0.304,7,14,,,
09/01/21,01/10/21,Andamento,59257607,198,38.45,42.50,56.70,16/01/21,23/01/21,198,38.45,42.5,56.7,0.194,0.215,0.286,0.206,0.228,0.297,7,14,,,
10/01/21,01/10/21,Andamento,59257608,205,38.4,42.20,55.40,17/01/21,24/01/21,205,38.4,42.2,55.4,0.187,0.206,0.270,0.202,0.223,0.291,7,14,,,
11/01/21,01/10/21,Andamento,59257609,208,38.62,42.90,56.10,18/01/21,25/01/21,208,38.62,42.9,56.1,0.186,0.206,0.270,0.198,0.219,0.286,7,14,,,
12/01/21,01/10/21,Andamento,59257610,206,38.31,42.00,55.10,19/01/21,26/01/21,206,38.31,42,55.1,0.186,0.204,0.267,0.195,0.215,0.282,7,14,,,
13/01/21,01/10/21,Andamento,59257611,198,37.92,41.50,54.10,20/01/21,27/01/21,198,37.92,41.5,54.1,0.192,0.210,0.273,0.194,0.214,0.281,7,14,,,
14/01/21,01/10/21,Andamento,59257612,197,37.2,40.80,53.60,21/01/21,28/01/21,197,37.2,40.8,53.6,0.189,0.207,0.272,0.192,0.211,0.278,7,14,,,
15/01/21,01/10/21,Andamento,59257613,194,36.6,40.30,53.70,22/01/21,29/01/21,194,36.6,40.3,53.7,0.189,0.208,0.277,0.189,0.208,0.274,7,14,,,
16/01/21,01/10/21,Andamento,59257614,188,36.12,40.30,52.60,23/01/21,30/01/21,188,36.12,40.3,52.6,0.192,0.214,0.280,0.189,0.208,0.273,7,14,,,
17/01/21,01/10/21,Andamento,59257615,178,35.96,40.50,51.60,24/01/21,31/01/21,178,35.96,40.5,51.6,0.202,0.228,0.290,0.191,0.211,0.276,7,14,,,
18/01/21,01/10/21,Andamento,59257616,171,36.15,40.90,50.00,25/01/21,01/02/21,171,36.15,40.9,50,0.211,0.239,0.292,0.194,0.216,0.279,7,14,,,
19/01/21,01/10/21,Andamento,59257617,165,36.04,40.00,49.30,26/01/21,02/02/21,165,36.04,40,49.3,0.218,0.242,0.299,0.199,0.221,0.283,7,14,,,
20/01/21,01/10/21,Andamento,59257618,161,35.71,39.70,49.40,27/01/21,03/02/21,161,35.71,39.7,49.4,0.222,0.247,0.307,0.203,0.226,0.288,7,14,,,
21/01/21,01/10/21,Andamento,59257619,155,35.06,38.60,48.30,28/01/21,04/02/21,155,35.06,38.6,48.3,0.226,0.249,0.312,0.209,0.232,0.294,7,14,,,
22/01/21,01/10/21,Andamento,59257620,151,34.42,38.30,46.60,29/01/21,05/02/21,151,34.42,38.3,46.6,0.228,0.254,0.309,0.214,0.239,0.298,7,14,,,
23/01/21,01/10/21,Andamento,59257621,146,33.92,37.40,46.00,30/01/21,06/02/21,146,33.92,37.4,46,0.232,0.256,0.315,0.220,0.245,0.303,7,14,,,
24/01/21,01/10/21,Andamento,59257622,144,33.91,37.40,46.50,31/01/21,07/02/21,144,33.91,37.4,46.5,0.235,0.260,0.323,0.225,0.250,0.308,7,14,,,
25/01/21,01/10/21,Andamento,59257623,144,34.19,38.00,46.20,01/02/21,08/02/21,144,34.19,38,46.2,0.237,0.264,0.321,0.229,0.253,0.312,7,14,,,
26/01/21,01/10/21,Andamento,59257624,144,34.29,37.40,44.90,02/02/21,09/02/21,144,34.29,37.4,44.9,0.238,0.260,0.312,0.231,0.256,0.314,7,14,,,
27/01/21,01/10/21,Andamento,59257625,147,33.87,36.20,42.50,03/02/21,10/02/21,147,33.87,36.2,42.5,0.230,0.246,0.289,0.233,0.255,0.311,7,14,,,
28/01/21,01/10/21,Andamento,59257626,147,33.32,36.30,42.00,04/02/21,11/02/21,147,33.32,36.3,42,0.227,0.247,0.286,0.233,0.255,0.308,7,14,,,
29/01/21,01/10/21,Andamento,59257627,147,33.03,36.10,41.00,05/02/21,12/02/21,147,33.03,36.1,41,0.225,0.246,0.279,0.232,0.254,0.303,7,14,,,
30/01/21,01/10/21,Andamento,59257628,146,32.75,35.60,39.70,06/02/21,13/02/21,146,32.75,35.6,39.7,0.224,0.244,0.272,0.231,0.252,0.297,7,14,,,
31/01/21,01/10/21,Andamento,59257629,146,32.51,35.60,38.90,07/02/21,14/02/21,146,32.51,35.6,38.9,0.223,0.244,0.266,0.229,0.250,0.289,7,14,,,
01/02/21,01/10/21,Andamento,59257630,144,32.95,36.20,38.10,08/02/21,15/02/21,144,32.95,36.2,38.1,0.229,0.251,0.265,0.228,0.248,0.281,7,14,,,
02/02/21,01/10/21,Andamento,59257631,143,32.93,36.20,36.60,09/02/21,16/02/21,143,32.93,36.2,36.6,0.230,0.253,0.256,0.227,0.247,0.273,7,14,,,
03/02/21,01/10/21,Andamento,59257632,139,32.54,35.90,37.20,10/02/21,17/02/21,139,32.54,35.9,37.2,0.234,0.258,0.268,0.227,0.249,0.270,7,14,,,
04/02/21,01/10/21,Andamento,59257633,138,31.97,35.90,36.30,11/02/21,18/02/21,138,31.97,35.9,36.3,0.232,0.260,0.263,0.228,0.251,0.267,7,14,,,
05/02/21,01/10/21,Andamento,59257634,139,31.62,35.40,37.00,12/02/21,19/02/21,139,31.62,35.4,37,0.227,0.255,0.266,0.228,0.252,0.265,7,14,,,
06/02/21,01/10/21,Andamento,59257635,141,31.22,34.80,36.00,13/02/21,20/02/21,141,31.22,34.8,36,0.221,0.247,0.255,0.228,0.253,0.263,7,14,,,
07/02/21,01/10/21,Andamento,59257636,141,31.13,35.20,36.20,14/02/21,21/02/21,141,31.13,35.2,36.2,0.221,0.250,0.257,0.228,0.253,0.261,7,14,,,
08/02/21,01/10/21,Andamento,59257637,141,31.24,35.30,36.60,15/02/21,22/02/21,141,31.24,35.3,36.6,0.222,0.250,0.260,0.227,0.253,0.261,7,14,,,
09/02/21,01/10/21,Andamento,59257638,143,31.16,35.00,36.90,16/02/21,23/02/21,143,31.16,35,36.9,0.218,0.245,0.258,0.225,0.252,0.261,7,14,,,
10/02/21,01/10/21,Andamento,59257639,143,30.84,34.50,36.10,17/02/21,24/02/21,143,30.84,34.5,36.1,0.216,0.241,0.252,0.222,0.250,0.259,7,14,,,
11/02/21,01/10/21,Andamento,59257640,145,30.31,34.50,35.60,18/02/21,25/02/21,145,30.31,34.5,35.6,0.209,0.238,0.246,0.219,0.246,0.256,7,14,,,
12/02/21,01/10/21,Andamento,59257641,145,30.09,34.70,34.00,19/02/21,26/02/21,145,30.09,34.7,34,0.208,0.239,0.234,0.216,0.244,0.252,7,14,,,
13/02/21,01/10/21,Andamento,59257642,145,29.91,34.80,34.50,20/02/21,27/02/21,145,29.91,34.8,34.5,0.206,0.240,0.238,0.214,0.243,0.249,7,14,,,
14/02/21,01/10/21,Andamento,59257643,144,30.05,35.30,33.80,21/02/21,28/02/21,144,30.05,35.3,33.8,0.209,0.245,0.235,0.212,0.243,0.246,7,14,,,
15/02/21,01/10/21,Andamento,59257644,143,30.64,35.70,33.30,22/02/21,01/03/21,143,30.64,35.7,33.3,0.214,0.250,0.233,0.211,0.243,0.242,7,14,,,
16/02/21,01/10/21,Andamento,59257645,142,30.87,36.20,33.10,23/02/21,02/03/21,142,30.87,36.2,33.1,0.217,0.255,0.233,0.211,0.244,0.239,7,14,,,
17/02/21,01/10/21,Andamento,59257646,141,30.74,36.40,33.60,24/02/21,03/03/21,141,30.74,36.4,33.6,0.218,0.258,0.238,0.212,0.246,0.237,7,14,,,
18/02/21,01/10/21,Andamento,59257647,138,30.81,36.60,34.10,25/02/21,04/03/21,138,30.81,36.6,34.1,0.223,0.265,0.247,0.214,0.250,0.237,7,14,,,
19/02/21,01/10/21,Andamento,59257648,141,30.87,37.00,34.80,26/02/21,05/03/21,141,30.87,37,34.8,0.219,0.262,0.247,0.215,0.254,0.239,7,14,,,
20/02/21,01/10/21,Andamento,59257649,143,31,37.40,35.30,27/02/21,06/03/21,143,31,37.4,35.3,0.217,0.262,0.247,0.217,0.257,0.240,7,14,,,
21/02/21,01/10/21,Andamento,59257650,147,31.45,37.60,35.60,28/02/21,07/03/21,147,31.45,37.6,35.6,0.214,0.256,0.242,0.218,0.258,0.241,7,14,,,
22/02/21,01/10/21,Andamento,59257651,151,32.25,38.60,36.80,01/03/21,08/03/21,151,32.25,38.6,36.8,0.214,0.256,0.244,0.217,0.259,0.243,7,14,,,
23/02/21,01/10/21,Andamento,59257652,156,33.03,39.30,37.30,02/03/21,09/03/21,156,33.03,39.3,37.3,0.212,0.252,0.239,0.217,0.259,0.243,7,14,,,
24/02/21,01/10/21,Andamento,59257653,164,33.35,40.70,37.10,03/03/21,10/03/21,164,33.35,40.7,37.1,0.203,0.248,0.226,0.215,0.257,0.242,7,14,,,
25/02/21,01/10/21,Andamento,59257654,174,34.02,41.80,37.60,04/03/21,11/03/21,174,34.02,41.8,37.6,0.196,0.240,0.216,0.211,0.254,0.237,7,14,,,
26/02/21,01/10/21,Andamento,59257655,182,34.38,42.60,39.00,05/03/21,12/03/21,182,34.38,42.6,39,0.189,0.234,0.214,0.206,0.250,0.233,7,14,,,
27/02/21,01/10/21,Andamento,59257656,189,34.93,43.40,39.20,06/03/21,13/03/21,189,34.93,43.4,39.2,0.185,0.230,0.207,0.202,0.245,0.227,7,14,,,
28/02/21,01/10/21,Andamento,59257657,196,35.68,44.00,40.20,07/03/21,14/03/21,196,35.68,44,40.2,0.182,0.224,0.205,0.197,0.241,0.222,7,14,,,
01/03/21,01/10/21,Andamento,59257658,202,36.84,45.60,40.80,08/03/21,15/03/21,202,36.84,45.6,40.8,0.182,0.226,0.202,0.193,0.236,0.216,7,14,,,
