Rtmax,Rtmin,Varmax,Varmin,Vmax,Vmin,%RtMax,%RtMin,%Vmax,%Vmin,NV%max,NV%min,Data,Casi per 100.000 ab. in 7 giorni,Variazioni % in 7 giorni,Rt,,Settimana,Rt puntuale,calcolato al,,Regione,ShowCasi,Casi,,,
,,,,,,,,,,,,23-ott,522,154.3,2.37,9,dal 1/10 al 14/10,,,24,Valle d'Aosta,159.1017208,,,,
,,,,,,,,,,,,24-ott,549,136.3,,9,dal 1/10 al 14/10,,,24,Valle d'Aosta,172.9223107,,,,
,,,,,,,,,,,,25-ott,568,105.8,,9,dal 1/10 al 14/10,,,24,Valle d'Aosta,182.647911,,,,
,,,,,,,,,,,,26-ott,575,60.7,,9,dal 1/10 al 14/10,,,24,Valle d'Aosta,186.2310269,,,,
,,,,,,,,,,,,27-ott,561,43.3,,9,dal 1/10 al 14/10,,,24,Valle d'Aosta,179.0647951,,,,
,,,,,,,,,,,,28-ott,534,18.6,,9,dal 1/10 al 14/10,,,24,Valle d'Aosta,165.2442052,,,,
,,,,,,,,,,,,29-ott,606,30,,9,dal 1/10 al 14/10,,,24,Valle d'Aosta,202.0991115,,,,
,,,,,,,,,,,,30-ott,653,25,1.89,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,226.1571754,,,,
,,,,,,,,,,,,31-ott,646,17.7,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,222.5740595,,,,
,,,,,,,,,,,,1-nov,676,19,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,237.9302705,,,,
,,,,,,,,,,,,2-nov,659,14.5,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,229.2284176,,,,
,,,,,,,,,,,,3-nov,688,22.7,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,244.0727549,,,,
,,,,,,,,,,,,4-nov,730,36.7,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,265.5714503,,,,
,,,,,,,,,,,,5-nov,679,11.9,,9,dal 8/10 al 21/10,0.92,14/10,24,Valle d'Aosta,239.4658916,,,,
,,,,,,,,,,,,6-nov,658,0.9,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,228.7165439,,,,
,,,,,,,,,,,,7-nov,668,3.4,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,233.8352809,,,,
,,,,,,,,,,,,8-nov,605,-10.6,,9,dal 8/10 al 21/10,,,24,Valle d'Aosta,201.5872378,,,,
,,,,,,,,,,,,9-nov,668,1.3,1.54,9,dal 15/10 al 28/10,1.54,21/10,24,Valle d'Aosta,233.8352809,,,,
,,,,,,,,,,,,10-nov,694,0.8,,9,dal 15/10 al 28/10,,,24,Valle d'Aosta,247.1439971,,,,
,,,,,,,,,,,,11-nov,691,-5.3,,9,dal 15/10 al 28/10,,,24,Valle d'Aosta,245.608376,,,,
,,,,,,,,,,,,12-nov,733,8,,9,dal 15/10 al 28/10,,,24,Valle d'Aosta,267.1070714,,,,
,,,,,,,,,,,,13-nov,712,8.2,1.5,9,dal 22/10 al 4/11,1.74,28/10,24,Valle d'Aosta,256.3577237,,,,
,,,,,,,,,,,,14-nov,814,21.8,,9,dal 22/10 al 4/11,,,24,Valle d'Aosta,308.568841,,,,
,,,,,,,,,,,,15-nov,884,46.2,,9,dal 22/10 al 4/11,,,24,Valle d'Aosta,344.4,,,,
,,,,,,,,,,,,16-nov,803,20.3,,9,dal 22/10 al 4/11,,,24,Valle d'Aosta,302.9382303,,,,
,,,,,,,,,,,,17-nov,824,18.8,,9,dal 22/10 al 4/11,,,24,Valle d'Aosta,313.687578,,,,
,,,,,,,,,,,,18-nov,794,15,,9,dal 22/10 al 4/11,,,24,Valle d'Aosta,298.331367,,,,
,,,,,,,,,,,,19-nov,734,0.1,,9,dal 22/10 al 4/11,,,24,Valle d'Aosta,267.6189451,,,,
,,,,,,,,,,,,20-nov,775,8.8,1.23,9,dal 28/10 al 10/11,1.14,4/11,24,Valle d'Aosta,288.6057668,,,,
,,,,,,,,,,,,21-nov,653,-19.8,,9,dal 28/10 al 10/11,,,24,Valle d'Aosta,226.1571754,,,,
,,,,,,,,,,,,22-nov,618,-30.2,,9,dal 28/10 al 10/11,,,24,Valle d'Aosta,208.2415959,,,,
,,,,,,,,,,,,23-nov,600,-25.3,,9,dal 28/10 al 10/11,,,24,Valle d'Aosta,199.0278693,,,,
,,,,,,,,,,,,24-nov,536,-35,,9,dal 28/10 al 10/11,,,24,Valle d'Aosta,166.2679526,,,,
,,,,,,,,,,,,25-nov,488,-38.6,,9,dal 28/10 al 10/11,,,24,Valle d'Aosta,141.698015,,,,
,,,,,,,,,,,,26-nov,450,-38.6,,9,dal 28/10 al 10/11,,,24,Valle d'Aosta,122.2468144,,,,
,,,,,,,,,,,,27-nov,407,-47.4,1.01,9,dal 4/11 al 17/11,0.99,11/11,24,Valle d'Aosta,100.2362453,,,,
,,,,,,,,,,,,28-nov,392,-39.9,,9,dal 4/11 al 17/11,,,24,Valle d'Aosta,92.55813984,,,,
,,,,,,,,,,,,29-nov,351,-43.2,,9,dal 4/11 al 17/11,,,24,Valle d'Aosta,71.57131816,,,,
,,,,,,,,,,,,30-nov,327,-45.5,,9,dal 4/11 al 17/11,,,24,Valle d'Aosta,59.28634937,,,,
,,,,,,,,,,,,1-dic,289,-46.1,,9,dal 4/11 al 17/11,,,24,Valle d'Aosta,39.83514879,,,,
,,,,,,,,,,,,2-dic,301,-38.3,,9,dal 4/11 al 17/11,,,24,Valle d'Aosta,45.97763319,,,,
,,,,,,,,,,,,3-dic,299,-33.6,,9,dal 4/11 al 17/11,,,24,Valle d'Aosta,44.95388579,,,,
,,,,,,,,,,,,4-dic,240,-41,0.81,9,dal 11/11 al 24/11,0.79,18/11,24,Valle d'Aosta,14.75333752,,,,
,,,,,,,,,,,,5-dic,220,-44,,9,dal 11/11 al 24/11,,,24,Valle d'Aosta,4.515863527,,,,
,,,,,,,,,,,,6-dic,209,-40.4,,9,dal 11/11 al 24/11,,,24,Valle d'Aosta,-1.114747168,,,,
,,,,,,,,,,,,7-dic,189,-42.1,,9,dal 11/11 al 24/11,,,24,Valle d'Aosta,-11.35222116,,,,
,,,,,,,,,,,,8-dic,184,-36.4,,9,dal 11/11 al 24/11,,,24,Valle d'Aosta,-13.91158966,,,,
,,,,,,,,,,,,9-dic,164,-45.5,,9,dal 11/11 al 24/11,,,24,Valle d'Aosta,-24.14906365,,,,
,,,,,,,,,,,,10-dic,145,-51.6,,9,dal 11/11 al 24/11,,,24,Valle d'Aosta,-33.87466394,,,,
,,,,,,,,,,,,11-dic,132,-45,0.67,9,dal 18/11 al 1/12,0.6,25/11,24,Valle d'Aosta,-40.52902203,,,,
,,,,,,,,,,,,12-dic,115,-47.5,,9,dal 18/11 al 1/12,,,24,Valle d'Aosta,-49.23087492,,,,
,,,,,,,,,,,,13-dic,115,-44.9,,9,dal 18/11 al 1/12,,,24,Valle d'Aosta,-49.23087492,,,,
,,,,,,,,,,,,14-dic,109,-42.4,,9,dal 18/11 al 1/12,,,24,Valle d'Aosta,-52.30211712,,,,
,,,,,,,,,,,,15-dic,111,-39.8,,9,dal 18/11 al 1/12,,,24,Valle d'Aosta,-51.27836972,,,,
,,,,,,,,,,,,16-dic,127,-22.3,,9,dal 18/11 al 1/12,,,24,Valle d'Aosta,-43.08839053,,,,
,,,,,,,,,,,,17-dic,128,-11.5,,9,dal 18/11 al 1/12,,,24,Valle d'Aosta,-42.57651683,,,,
,,,,,,,,,,,,18-dic,138,4.8,0.63,9,dal 25/11 al 8/12,0.57,2/12,24,Valle d'Aosta,-37.45777983,,,,
,,,,,,,,,,,,19-dic,137,18.6,,9,dal 25/11 al 8/12,,,24,Valle d'Aosta,-37.96965353,,,,
,,,,,,,,,,,,20-dic,127,10.3,,9,dal 25/11 al 8/12,,,24,Valle d'Aosta,-43.08839053,,,,
,,,,,,,,,,,,21-dic,123,13.1,,9,dal 25/11 al 8/12,,,24,Valle d'Aosta,-45.13588533,,,,
,,,,,,,,,,,,22-dic,134,20.9,,9,dal 25/11 al 8/12,,,24,Valle d'Aosta,-39.50527463,,,,
,,,,,,,,,,,,23-dic,112,-11.9,,9,dal 25/11 al 8/12,,,24,Valle d'Aosta,-50.76649602,,,,
,,,,,,,,,,,,24-dic,125,-2.5,0.68,9,dal 1/12 al 14/12,0.68,8/12,24,Valle d'Aosta,-44.11213793,,,,
,,,,,,,,,,,,25-dic,115,-17.2,,9,dal 1/12 al 14/12,,,24,Valle d'Aosta,-49.23087492,,,,
,,,,,,,,,,,,26-dic,115,-15.7,,9,dal 1/12 al 14/12,,,24,Valle d'Aosta,-49.23087492,,,,
,,,,,,,,,,,,27-dic,119,-6.3,,9,dal 1/12 al 14/12,,,24,Valle d'Aosta,-47.18338012,,,,
,,,,,,,,,,,,28-dic,161,30.3,,9,dal 1/12 al 14/12,,,24,Valle d'Aosta,-25.68468474,,,,
,,,,,,,,,,,,29-dic,125,-6.5,,9,dal 1/12 al 14/12,,,24,Valle d'Aosta,-44.11213793,,,,
,,,,,,,,,,,,30-dic,127,13.5,0.84,9,dal 8/12 al 21/12,0.83,15/12,24,Valle d'Aosta,-43.08839053,,,,
,,,,,,,,,,,,31-dic,123,-1.9,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-45.13588533,,,,
,,,,,,,,,,,,1-gen,127,11.1,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-43.08839053,,,,
,,,,,,,,,,,,2-gen,114,-1.4,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-49.74274862,,,,
,,,,,,,,,,,,3-gen,120,0.7,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-46.67150642,,,,
,,,,,,,,,,,,4-gen,93,-42.1,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-60.49209631,,,,
,,,,,,,,,,,,5-gen,119,-4.5,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-47.18338012,,,,
,,,,,,,,,,,,6-gen,129,1.3,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-42.06464313,,,,
,,,,,,,,,,,,7-gen,132,7.8,,9,dal 8/12 al 21/12,,,24,Valle d'Aosta,-40.52902203,,,,
,,,,,,,,,,,,8-gen,138,8.8,1.09,9,dal 15/12 al 28/12,1.07,22/12,24,Valle d'Aosta,-37.45777983,,,,
,,,,,,,,,,,,9-gen,150,32.2,,9,dal 15/12 al 28/12,,,24,Valle d'Aosta,-31.31529544,,,,
,,,,,,,,,,,,10-gen,138,14.6,,9,dal 15/12 al 28/12,,,24,Valle d'Aosta,-37.45777983,,,,
,,,,,,,,,,,,11-gen,138,47.9,,9,dal 15/12 al 28/12,,,24,Valle d'Aosta,-37.45777983,,,,
,,,,,,,,,,,,12-gen,132,10.7,,9,dal 15/12 al 28/12,,,24,Valle d'Aosta,-40.52902203,,,,
,,,,,,,,,,,,13-gen,127,-1.9,,9,dal 15/12 al 28/12,,,24,Valle d'Aosta,-43.08839053,,,,
,,,,,,,,,,,,14-gen,113,-14.5,,9,dal 15/12 al 28/12,,,24,Valle d'Aosta,-50.25462232,,,,
,,,,,,,,,,,,15-gen,109,-21.3,1.23,9,dal 23/12 al 5/1,1.19,30/12,24,Valle d'Aosta,-52.30211712,,,,
,,,,,,,,,,,,16-gen,107,-28.6,,9,dal 23/12 al 5/1,,,24,Valle d'Aosta,-53.32586452,,,,
,,,,,,,,,,,,17-gen,107,-22.5,,9,dal 23/12 al 5/1,,,24,Valle d'Aosta,-53.32586452,,,,
,,,,,,,,,,,,18-gen,94,-31.8,,9,dal 23/12 al 5/1,,,24,Valle d'Aosta,-59.98022261,,,,
,,,,,,,,,,,,19-gen,110,-16.9,,9,dal 23/12 al 5/1,,,24,Valle d'Aosta,-51.79024342,,,,
,,,,,,,,,,,,20-gen,91,-28.3,,9,dal 23/12 al 5/1,,,24,Valle d'Aosta,-61.51584371,,,,
,,,,,,,,,,,,21-gen,92,-19,,9,dal 23/12 al 5/1,,,24,Valle d'Aosta,-61.00397001,,,,
,,,,,,,,,,,,22-gen,91,-16.8,1.08,9,dal 30/12 al 12/1,1.12,6/1,24,Valle d'Aosta,-61.51584371,,,,
,,,,,,,,,,,,23-gen,79,-26.7,,9,dal 30/12 al 12/1,,,24,Valle d'Aosta,-67.6583281,,,,
,,,,,,,,,,,,24-gen,78,-26.9,,9,dal 30/12 al 12/1,,,24,Valle d'Aosta,-68.1702018,,,,
,,,,,,,,,,,,25-gen,76,-19.5,,9,dal 30/12 al 12/1,,,24,Valle d'Aosta,-69.1939492,,,,
,,,,,,,,,,,,26-gen,50,-54.3,,9,dal 30/12 al 12/1,,,24,Valle d'Aosta,-82.50266539,,,,
,,,,,,,,,,,,27-gen,68,-25.4,,9,dal 30/12 al 12/1,,,24,Valle d'Aosta,-73.2889388,,,,
,,,,,,,,,,,,28-gen,60,-33.9,,9,dal 30/12 al 12/1,,,24,Valle d'Aosta,-77.38392839,,,,
,,,,,,,,,,,,,,,,9,,,,24,,,,,,
,,,,,,,,,,,,,,,,9,,,,24,,,,,,
,,,,,,,,,,,,,,,,9,,,,24,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54,0.63,152.2,-104.2851852,152.2,-33.5,59.34065934,40.65934066,81.96015078,18.03984922,59.34065934,40.65934066,18-set,43,15.8,1.32,10,dal 27/8 al 9/9,,,12,Liguria,-80.36140435,152.2,,,
,,,,,,,,,,,,19-set,41,6.7,,10,dal 27/8 al 9/9,,,12,Liguria,-81.47413835,,,,
,,,,,,,,,,,,20-set,41,14.3,,10,dal 27/8 al 9/9,,,12,Liguria,-81.47413835,,,,
,,,,,,,,,,,,21-set,41,12.9,,10,dal 27/8 al 9/9,,,12,Liguria,-81.47413835,,,,
,,,,,,,,,,,,22-set,39,-6.2,,10,dal 27/8 al 9/9,,,12,Liguria,-82.58687234,,,,
,,,,,,,,,,,,23-set,41,-4.1,,10,dal 27/8 al 9/9,,,12,Liguria,-81.47413835,,,,
,,,,,,,,,,,,24-set,45,18.4,,10,dal 27/8 al 9/9,,,12,Liguria,-79.24867036,,,,
,,,,,,,,,,,,25-set,40,-7.8,1.31,10,dal 3/9 al 16/9,,,12,Liguria,-82.03050534,,,,
,,,,,,,,,,,,26-set,41,0.2,,10,dal 3/9 al 16/9,,,12,Liguria,-81.47413835,,,,
,,,,,,,,,,,,27-set,38,-7.2,,10,dal 3/9 al 16/9,,,12,Liguria,-83.14323933,,,,
,,,,,,,,,,,,28-set,41,0,,10,dal 3/9 al 16/9,,,12,Liguria,-81.47413835,,,,
,,,,,,,,,,,,29-set,40,3.3,,10,dal 3/9 al 16/9,,,12,Liguria,-82.03050534,,,,
,,,,,,,,,,,,30-set,37,-11.3,,10,dal 3/9 al 16/9,,,12,Liguria,-83.69960633,,,,
,,,,,,,,,,,,1-ott,37,-17.9,,10,dal 3/9 al 16/9,,,12,Liguria,-83.69960633,,,,
,,,,,,,,,,,,2-ott,41,4.4,1.16,10,dal 10/9 al 23/9,,,12,Liguria,-81.47413835,,,,
,,,,,,,,,,,,3-ott,46,11.5,,10,dal 10/9 al 23/9,,,12,Liguria,-78.69230337,,,,
,,,,,,,,,,,,4-ott,50,31.8,,10,dal 10/9 al 23/9,,,12,Liguria,-76.46683538,,,,
,,,,,,,,,,,,5-ott,50,22.2,,10,dal 10/9 al 23/9,,,12,Liguria,-76.46683538,,,,
,,,,,,,,,,,,6-ott,56,38.4,,10,dal 10/9 al 23/9,,,12,Liguria,-73.12863341,,,,
,,,,,,,,,,,,7-ott,64,74.4,,10,dal 10/9 al 23/9,,,12,Liguria,-68.67769744,,,,
,,,,,,,,,,,,8-ott,66,78.8,,10,dal 10/9 al 23/9,,,12,Liguria,-67.56496345,,,,
,,,,,,,,,,,,9-ott,70,68.8,1.09,10,dal 17/9 al 30/9,,,12,Liguria,-65.33949546,,,,
,,,,,,,,,,,,10-ott,73,60.5,,10,dal 17/9 al 30/9,,,12,Liguria,-63.67039447,,,,
,,,,,,,,,,,,11-ott,90,78.8,,10,dal 17/9 al 30/9,,,12,Liguria,-54.21215554,,,,
,,,,,,,,,,,,12-ott,95,89.4,,10,dal 17/9 al 30/9,,,12,Liguria,-51.43032056,,,,
,,,,,,,,,,,,13-ott,113,103.7,,10,dal 17/9 al 30/9,,,12,Liguria,-41.41571463,,,,
,,,,,,,,,,,,14-ott,125,96.8,,10,dal 17/9 al 30/9,,,12,Liguria,-34.73931068,,,,
,,,,,,,,,,,,15-ott,143,116.1,1.02,10,dal 24/9 al 7/10,,,12,Liguria,-24.72470475,,,,
,,,,,,,,,,,,16-ott,168,140.9,,10,dal 24/9 al 7/10,,,12,Liguria,-10.81552985,,,,
,,,,,,,,,,,,17-ott,185,152.2,,10,dal 24/9 al 7/10,,,12,Liguria,-1.357290913,,,,
,,,,,,,,,,,,18-ott,184,103.3,,10,dal 24/9 al 7/10,,,12,Liguria,-1.91365791,,,,
,,,,,,,,,,,,19-ott,192,101.7,,10,dal 24/9 al 7/10,,,12,Liguria,2.537278059,,,,
,,,,,,,,,,,,20-ott,222,96.1,,10,dal 24/9 al 7/10,,,12,Liguria,19.22828794,,,,
,,,,,,,,,,,,21-ott,234,86.8,,10,dal 24/9 al 7/10,,,12,Liguria,25.90469189,,,,
,,,,,,,,,,,,22-ott,251,74.8,,10,dal 24/9 al 7/10,,,12,Liguria,35.36293083,,,,
,,,,,,,,,,,,23-ott,263,56.2,1.46,10,dal 1/10 al 14/10,,,12,Liguria,42.03933478,,,,
,,,,,,,,,,,,24-ott,300,62.4,,10,dal 1/10 al 14/10,,,12,Liguria,62.62491363,,,,
,,,,,,,,,,,,25-ott,318,73.4,,10,dal 1/10 al 14/10,,,12,Liguria,72.63951956,,,,
,,,,,,,,,,,,26-ott,325,68.7,,10,dal 1/10 al 14/10,,,12,Liguria,76.53408854,,,,
,,,,,,,,,,,,27-ott,339,52.5,,10,dal 1/10 al 14/10,,,12,Liguria,84.32322648,,,,
,,,,,,,,,,,,28-ott,363,55.3,,10,dal 1/10 al 14/10,,,12,Liguria,97.67603439,,,,
,,,,,,,,,,,,29-ott,384,53.4,,10,dal 1/10 al 14/10,,,12,Liguria,109.3597413,,,,
,,,,,,,,,,,,30-ott,399,51.6,1.54,10,dal 8/10 al 21/10,,,12,Liguria,117.7052462,,,,
,,,,,,,,,,,,31-ott,401,33.7,,10,dal 8/10 al 21/10,,,12,Liguria,118.8179802,,,,
,,,,,,,,,,,,1-nov,406,27.5,,10,dal 8/10 al 21/10,,,12,Liguria,121.5998152,,,,
,,,,,,,,,,,,2-nov,417,28.6,,10,dal 8/10 al 21/10,,,12,Liguria,127.7198522,,,,
,,,,,,,,,,,,3-nov,413,21.8,,10,dal 8/10 al 21/10,,,12,Liguria,125.4943842,,,,
,,,,,,,,,,,,4-nov,425,17.1,,10,dal 8/10 al 21/10,,,12,Liguria,132.1707881,,,,
,,,,,,,,,,,,5-nov,437,13.8,,10,dal 8/10 al 21/10,1.35,14/10,12,Liguria,138.8471921,,,,
,,,,,,,,,,,,6-nov,446,11.8,,10,dal 8/10 al 21/10,,,12,Liguria,143.8544951,,,,
,,,,,,,,,,,,7-nov,447,11.6,,10,dal 8/10 al 21/10,,,12,Liguria,144.4108621,,,,
,,,,,,,,,,,,8-nov,457,12.6,,10,dal 8/10 al 21/10,,,12,Liguria,149.974532,,,,
,,,,,,,,,,,,9-nov,453,8.5,1.48,10,dal 15/10 al 28/10,1.37,21/10,12,Liguria,147.749064,,,,
,,,,,,,,,,,,10-nov,461,11.7,,10,dal 15/10 al 28/10,,,12,Liguria,152.2,,,,
,,,,,,,,,,,,11-nov,459,8.1,,10,dal 15/10 al 28/10,,,12,Liguria,151.087266,,,,
,,,,,,,,,,,,12-nov,447,2.2,,10,dal 15/10 al 28/10,,,12,Liguria,144.4108621,,,,
,,,,,,,,,,,,13-nov,452,1.4,1.2,10,dal 22/10 al 4/11,1.1,28/10,12,Liguria,147.192697,,,,
,,,,,,,,,,,,14-nov,452,1.1,,10,dal 22/10 al 4/11,,,12,Liguria,147.192697,,,,
,,,,,,,,,,,,15-nov,448,-2,,10,dal 22/10 al 4/11,,,12,Liguria,144.9672291,,,,
,,,,,,,,,,,,16-nov,437,-3.6,,10,dal 22/10 al 4/11,,,12,Liguria,138.8471921,,,,
,,,,,,,,,,,,17-nov,405,-12,,10,dal 22/10 al 4/11,,,12,Liguria,121.0434482,,,,
,,,,,,,,,,,,18-nov,384,-16.4,,10,dal 22/10 al 4/11,,,12,Liguria,109.3597413,,,,
,,,,,,,,,,,,19-nov,370,-17.2,,10,dal 22/10 al 4/11,,,12,Liguria,101.5706034,,,,
,,,,,,,,,,,,20-nov,341,-24.5,0.92,10,dal 28/10 al 10/11,0.89,4/11,12,Liguria,85.43596047,,,,
,,,,,,,,,,,,21-nov,320,-29.2,,10,dal 28/10 al 10/11,,,12,Liguria,73.75225356,,,,
,,,,,,,,,,,,22-nov,306,-31.6,,10,dal 28/10 al 10/11,,,12,Liguria,65.96311561,,,,
,,,,,,,,,,,,23-nov,301,-31.1,,10,dal 28/10 al 10/11,,,12,Liguria,63.18128063,,,,
,,,,,,,,,,,,24-nov,290,-28.5,,10,dal 28/10 al 10/11,,,12,Liguria,57.06124367,,,,
,,,,,,,,,,,,25-nov,270,-29.9,,10,dal 28/10 al 10/11,,,12,Liguria,45.93390375,,,,
,,,,,,,,,,,,26-nov,255,-31.1,,10,dal 28/10 al 10/11,,,12,Liguria,37.58839881,,,,
,,,,,,,,,,,,27-nov,245,-28.1,0.77,10,dal 4/11 al 17/11,0.76,11/11,12,Liguria,32.02472885,,,,
,,,,,,,,,,,,28-nov,225,-29.6,,10,dal 4/11 al 17/11,,,12,Liguria,20.89738893,,,,
,,,,,,,,,,,,29-nov,214,-30.1,,10,dal 4/11 al 17/11,,,12,Liguria,14.77735197,,,,
,,,,,,,,,,,,30-nov,211,-29.9,,10,dal 4/11 al 17/11,,,12,Liguria,13.10825098,,,,
,,,,,,,,,,,,1-dic,200,-31,,10,dal 4/11 al 17/11,,,12,Liguria,6.988214027,,,,
,,,,,,,,,,,,2-dic,193,-28.4,,10,dal 4/11 al 17/11,,,12,Liguria,3.093645055,,,,
,,,,,,,,,,,,3-dic,183,-28.2,,10,dal 4/11 al 17/11,,,12,Liguria,-2.470024906,,,,
,,,,,,,,,,,,4-dic,168,-31.5,0.69,10,dal 11/11 al 24/11,0.68,18/11,12,Liguria,-10.81552985,,,,
,,,,,,,,,,,,5-dic,159,-29.5,,10,dal 11/11 al 24/11,,,12,Liguria,-15.82283281,,,,
,,,,,,,,,,,,6-dic,150,-29.8,,10,dal 11/11 al 24/11,,,12,Liguria,-20.83013578,,,,
,,,,,,,,,,,,7-dic,143,-32.1,,10,dal 11/11 al 24/11,,,12,Liguria,-24.72470475,,,,
,,,,,,,,,,,,8-dic,139,-30.7,,10,dal 11/11 al 24/11,,,12,Liguria,-26.95017273,,,,
,,,,,,,,,,,,9-dic,128,-33.4,,10,dal 11/11 al 24/11,,,12,Liguria,-33.07020969,,,,
,,,,,,,,,,,,10-dic,122,-33.5,,10,dal 11/11 al 24/11,,,12,Liguria,-36.40841167,,,,
,,,,,,,,,,,,11-dic,120,-28.5,0.68,10,dal 18/11 al 1/12,0.63,25/11,12,Liguria,-37.52114566,,,,
,,,,,,,,,,,,12-dic,117,-26.5,,10,dal 18/11 al 1/12,,,12,Liguria,-39.19024665,,,,
,,,,,,,,,,,,13-dic,119,-21.1,,10,dal 18/11 al 1/12,,,12,Liguria,-38.07751265,,,,
,,,,,,,,,,,,14-dic,125,-13,,10,dal 18/11 al 1/12,,,12,Liguria,-34.73931068,,,,
,,,,,,,,,,,,15-dic,121,-13,,10,dal 18/11 al 1/12,,,12,Liguria,-36.96477866,,,,
,,,,,,,,,,,,16-dic,126,-1.9,,10,dal 18/11 al 1/12,,,12,Liguria,-34.18294368,,,,
,,,,,,,,,,,,17-dic,132,8.5,,10,dal 18/11 al 1/12,,,12,Liguria,-30.8447417,,,,
,,,,,,,,,,,,18-dic,129,7.2,0.74,10,dal 25/11 al 8/12,0.73,2/12,12,Liguria,-32.51384269,,,,
,,,,,,,,,,,,19-dic,129,10.7,,10,dal 25/11 al 8/12,,,12,Liguria,-32.51384269,,,,
,,,,,,,,,,,,20-dic,126,6.5,,10,dal 25/11 al 8/12,,,12,Liguria,-34.18294368,,,,
,,,,,,,,,,,,21-dic,123,-1.1,,10,dal 25/11 al 8/12,,,12,Liguria,-35.85204467,,,,
,,,,,,,,,,,,22-dic,124,3,,10,dal 25/11 al 8/12,,,12,Liguria,-35.29567767,,,,
,,,,,,,,,,,,23-dic,121,-3.8,,10,dal 25/11 al 8/12,,,12,Liguria,-36.96477866,,,,
,,,,,,,,,,,,24-dic,116,-12.6,0.88,10,dal 1/12 al 14/12,0.82,8/12,12,Liguria,-39.74661364,,,,
,,,,,,,,,,,,25-dic,126,-2.4,,10,dal 1/12 al 14/12,,,12,Liguria,-34.18294368,,,,
,,,,,,,,,,,,26-dic,110,-14.6,,10,dal 1/12 al 14/12,,,12,Liguria,-43.08481562,,,,
,,,,,,,,,,,,27-dic,98,-22.1,,10,dal 1/12 al 14/12,,,12,Liguria,-49.76121957,,,,
,,,,,,,,,,,,28-dic,98,-20.4,,10,dal 1/12 al 14/12,,,12,Liguria,-49.76121957,,,,
,,,,,,,,,,,,29-dic,104,-16.3,,10,dal 1/12 al 14/12,,,12,Liguria,-46.42301759,,,,
,,,,,,,,,,,,30-dic,116,-4.3,1,10,dal 8/12 al 21/12,1.07,15/12,12,Liguria,-39.74661364,,,,
,,,,,,,,,,,,31-dic,125,8.4,,10,dal 8/12 al 21/12,,,12,Liguria,-34.73931068,,,,
,,,,,,,,,,,,1-gen,123,-2.1,,10,dal 8/12 al 21/12,,,12,Liguria,-35.85204467,,,,
,,,,,,,,,,,,2-gen,134,21.4,,10,dal 8/12 al 21/12,,,12,Liguria,-29.73200771,,,,
,,,,,,,,,,,,3-gen,142,44.1,,10,dal 8/12 al 21/12,,,12,Liguria,-25.28107174,,,,
,,,,,,,,,,,,4-gen,144,46.6,,10,dal 8/12 al 21/12,,,12,Liguria,-24.16833775,,,,
,,,,,,,,,,,,5-gen,150,44.6,,10,dal 8/12 al 21/12,,,12,Liguria,-20.83013578,,,,
,,,,,,,,,,,,6-gen,147,26.8,,10,dal 8/12 al 21/12,,,12,Liguria,-22.49923676,,,,
,,,,,,,,,,,,7-gen,129,3.2,,10,dal 8/12 al 21/12,,,12,Liguria,-32.51384269,,,,
,,,,,,,,,,,,8-gen,129,4.3,1.06,10,dal 15/12 al 28/12,1.02,22/12,12,Liguria,-32.51384269,,,,
,,,,,,,,,,,,9-gen,149,11.4,,10,dal 15/12 al 28/12,,,12,Liguria,-21.38650277,,,,
,,,,,,,,,,,,10-gen,159,12.2,,10,dal 15/12 al 28/12,,,12,Liguria,-15.82283281,,,,
,,,,,,,,,,,,11-gen,161,11.6,,10,dal 15/12 al 28/12,,,12,Liguria,-14.71009882,,,,
,,,,,,,,,,,,12-gen,152,1.4,,10,dal 15/12 al 28/12,,,12,Liguria,-19.71740178,,,,
,,,,,,,,,,,,13-gen,154,4.9,,10,dal 15/12 al 28/12,,,12,Liguria,-18.60466779,,,,
,,,,,,,,,,,,14-gen,160,24,,10,dal 15/12 al 28/12,,,12,Liguria,-15.26646582,,,,
,,,,,,,,,,,,15-gen,151,17.4,1.09,10,dal 23/12 al 5/1,1.15,30/12,12,Liguria,-20.27376878,,,,
,,,,,,,,,,,,16-gen,138,-7.8,,10,dal 23/12 al 5/1,,,12,Liguria,-27.50653973,,,,
,,,,,,,,,,,,17-gen,128,-19.4,,10,dal 23/12 al 5/1,,,12,Liguria,-33.07020969,,,,
